MAC Address,Status,Address,Model,Firmware,DHCP,HTTPS,Server,Warranty expiration,Host Name,IEEE 802.1X,Tags,UPnP Friendly Name,Warranty start
ACCC8E630CEB,OK,10.1.34.38:443,AXIS M3045-V,9.80.78,No,Enabled,MSMGMT1,7/30/2019 (3Y),,Disabled,,AXIS M3045-V - ACCC8E630CEB,7/30/2016
ACCC8E630CEF,OK,10.1.34.40:443,AXIS M3045-V,9.80.78,No,Enabled,MSMGMT1,7/30/2019 (3Y),,Disabled,,AXIS M3045-V - ACCC8E630CEF,7/30/2016
ACCC8E630CF3,OK,10.1.34.36:443,AXIS M3045-V,9.80.78,No,Enabled,MSMGMT1,7/30/2019 (3Y),,Disabled,,AXIS M3045-V - ACCC8E630CF3,7/30/2016
ACCC8E630CF8,OK,10.1.34.42:443,AXIS M3045-V,9.80.78,No,Enabled,MSMGMT1,7/30/2019 (3Y),,Disabled,,AXIS M3045-V - ACCC8E630CF8,7/30/2016
ACCC8E630CFC,OK,10.1.34.41:443,AXIS M3045-V,9.80.78,No,Enabled,MSMGMT1,7/30/2019 (3Y),,Disabled,,AXIS M3045-V - ACCC8E630CFC,7/30/2016
ACCC8E810A62,OK,10.1.34.74:443,AXIS P3365,6.50.5.8,No,Enabled,MSMGMT1,11/8/2020 (3Y),,Disabled,,AXIS P3365 - ACCC8E810A62,11/8/2017
ACCC8E813CC2,OK,10.1.34.72:443,AXIS P3365,6.50.5.8,No,Enabled,MSMGMT1,11/8/2020 (3Y),,Disabled,,AXIS P3365 - ACCC8E813CC2,11/8/2017
ACCC8E819D50,OK,10.1.34.64:443,AXIS M3045-V,9.80.78,No,Enabled,MSMGMT1,7/5/2020 (3Y),,Disabled,,AXIS M3045-V - ACCC8E819D50,7/5/2017
ACCC8E819D52,OK,10.1.34.63:443,AXIS M3045-V,9.80.78,No,Enabled,MSMGMT1,7/5/2020 (3Y),,Disabled,,AXIS M3045-V - ACCC8E819D52,7/5/2017
ACCC8E933BB6,OK,10.1.34.69:443,AXIS M3045-V,9.80.78,No,Enabled,MSMGMT1,1/2/2021 (3Y),,Disabled,,AXIS M3045-V - ACCC8E933BB6,1/2/2018
ACCC8E951A2C,OK,10.1.34.87:80,AXIS M3025,5.51.7.8,No,Unsupported firmware,MSMGMT1,1/23/2021 (3Y),,Disabled,,AXIS M3025 - ACCC8E951A2C,1/23/2018
ACCC8E951A40,Not accessible,10.1.34.86:80,AXIS M3025,5.51.7.8,No,Unsupported firmware,MSMGMT1,1/23/2021 (3Y),,Disabled,,AXIS M3025 - ACCC8E951A40,1/23/2018
ACCC8E969EF7,OK,10.1.34.99:443,AXIS P1427-LE,6.50.5.10,No,Enabled,MSMGMT1,4/15/2021 (3Y),,Disabled,,AXIS P1427-LE - ACCC8E969EF7,4/15/2018
ACCC8E7279EE,OK,10.1.34.53:443,AXIS M3045-V,9.80.78,No,Enabled,MSMGMT1,3/22/2020 (3Y),,Disabled,,AXIS M3045-V - ACCC8E7279EE,3/22/2017
ACCC8E7607A9,OK,10.1.34.58:443,AXIS M3045-V,9.80.78,No,Enabled,MSMGMT1,4/4/2020 (3Y),,Disabled,,AXIS M3045-V - ACCC8E7607A9,4/4/2017
ACCC8E8646DF,Not accessible,0.0.0.0:80,AXIS Q3708-PVE,6.55.9,No,Disabled,MSMGMT1,6/6/2021 (3Y),,Disabled,,AXIS Q3708-PVE - ACCC8E8646DF,6/6/2018
ACCC8E9324D7,OK,10.1.34.71:443,AXIS M3045-V,9.80.78,No,Enabled,MSMGMT1,1/2/2021 (3Y),,Disabled,,AXIS M3045-V - ACCC8E9324D7,1/2/2018
ACCC8E9519AD,OK,10.1.34.98:80,AXIS M3025,5.51.7.8,No,Unsupported firmware,MSMGMT1,1/23/2021 (3Y),,Disabled,,AXIS M3025 - ACCC8E9519AD,1/23/2018
ACCC8E9519C8,OK,10.1.34.97:80,AXIS M3025,5.51.7.8,No,Unsupported firmware,MSMGMT1,1/23/2021 (3Y),,Disabled,,AXIS M3025 - ACCC8E9519C8,1/23/2018
ACCC8E9519D0,OK,10.1.34.94:80,AXIS M3025,5.51.7.8,No,Unsupported firmware,MSMGMT1,1/23/2021 (3Y),,Disabled,,AXIS M3025 - ACCC8E9519D0,1/23/2018
ACCC8E50138C,OK,10.1.34.10:443,AXIS P1427-LE,6.50.5.10,No,Enabled,MSMGMT1,3/31/2019 (3Y),,Disabled,,AXIS P1427-LE - ACCC8E50138C,3/31/2016
ACCC8E51840F,Not accessible,169.254.197.80:443,AXIS M3007,6.50.5.8,No,Enabled,MSMGMT1,8/10/2019 (3Y),,Disabled,,AXIS M3007 - ACCC8E51840F,8/10/2016
ACCC8E63180E,OK,10.1.34.19:443,AXIS M3045-V,9.80.78,No,Enabled,MSMGMT1,8/6/2019 (3Y),,Disabled,,AXIS M3045-V - ACCC8E63180E,8/6/2016
ACCC8E63181A,OK,10.1.34.18:443,AXIS M3045-V,9.80.78,No,Enabled,MSMGMT1,8/6/2019 (3Y),,Disabled,,AXIS M3045-V - ACCC8E63181A,8/6/2016
ACCC8E68308A,OK,10.1.34.52:443,AXIS P3707-PE,6.50.5.18,No,Enabled,MSMGMT1,12/8/2019 (3Y),,Disabled,,AXIS P3707-PE - ACCC8E68308A,12/8/2016
ACCC8E68309F,OK,10.1.34.56:443,AXIS P3707-PE,6.50.5.18,No,Enabled,MSMGMT1,12/8/2019 (3Y),,Disabled,,AXIS P3707-PE - ACCC8E68309F,12/8/2016
ACCC8E96958B,OK,10.1.34.96:443,AXIS P1427-LE,6.50.5.10,No,Enabled,MSMGMT1,4/8/2021 (3Y),,Disabled,,AXIS P1427-LE - ACCC8E96958B,4/8/2018
ACCC8E504058,Not accessible,10.1.34.29:443,AXIS P1427-LE,6.50.5.10,No,Enabled,MSMGMT1,3/31/2019 (3Y),,Disabled,,AXIS P1427-LE - ACCC8E504058,3/31/2016
ACCC8E518402,Not accessible,169.254.192.84:443,AXIS M3007,6.50.5.7,No,Enabled,MSMGMT1,8/10/2019 (3Y),,Disabled,,AXIS M3007 - ACCC8E518402,8/10/2016
ACCC8E550768,OK,10.1.34.11:443,AXIS P1427-LE,6.50.5.10,No,Enabled,MSMGMT1,3/31/2019 (3Y),,Disabled,,AXIS P1427-LE - ACCC8E550768,3/31/2016
ACCC8E631815,OK,10.1.34.17:443,AXIS M3045-V,9.80.78,No,Enabled,MSMGMT1,8/6/2019 (3Y),,Disabled,,AXIS M3045-V - ACCC8E631815,8/6/2016
ACCC8E631975,OK,10.1.34.16:443,AXIS M3045-V,9.80.78,No,Enabled,MSMGMT1,8/6/2019 (3Y),,Disabled,,AXIS M3045-V - ACCC8E631975,8/6/2016
ACCC8E731044,OK,10.1.34.62:443,AXIS M3045-V,9.80.78,No,Enabled,MSMGMT1,3/27/2020 (3Y),,Disabled,,AXIS M3045-V - ACCC8E731044,3/27/2017
ACCC8E811351,OK,10.1.34.77:443,AXIS P3365,6.50.5.8,No,Enabled,MSMGMT1,11/8/2020 (3Y),,Disabled,,AXIS P3365 - ACCC8E811351,11/8/2017
ACCC8EA222A0,OK,10.1.34.80:443,AXIS M3045-V,9.80.78,No,Enabled,MSMGMT1,5/13/2021 (3Y),,Disabled,,AXIS M3045-V - ACCC8EA222A0,5/13/2018
ACCC8EA222DE,OK,10.1.34.79:443,AXIS M3045-V,9.80.78,No,Enabled,MSMGMT1,5/13/2021 (3Y),,Disabled,,AXIS M3045-V - ACCC8EA222DE,5/13/2018
ACCC8EA578A9,OK,10.1.34.91:443,AXIS P3225-V Mk II,9.80.78,No,Enabled,MSMGMT1,6/22/2021 (3Y),,Disabled,,AXIS P3225-V Mk II - ACCC8EA578A9,6/22/2018
ACCC8EA22223,OK,10.1.34.81:443,AXIS M3045-V,9.80.78,No,Enabled,MSMGMT1,5/13/2021 (3Y),,Disabled,,AXIS M3045-V - ACCC8EA22223,5/13/2018
ACCC8EA57824,OK,10.1.34.90:443,AXIS P3225-V Mk II,9.80.78,No,Enabled,MSMGMT1,6/22/2021 (3Y),,Disabled,,AXIS P3225-V Mk II - ACCC8EA57824,6/22/2018
ACCC8EA57833,OK,10.1.34.89:443,AXIS P3225-V Mk II,9.80.78,No,Enabled,MSMGMT1,6/22/2021 (3Y),,Disabled,,AXIS P3225-V Mk II - ACCC8EA57833,6/22/2018
ACCC8EBFA74C,OK,10.1.34.102:443,AXIS P3807-PVE,11.11.73,No,Enabled,MSMGMT1,4/17/2022 (3Y),,Disabled,,AXIS P3807-PVE - ACCC8EBFA74C,4/17/2019
ACCC8EC4BF61,OK,10.1.34.103:443,AXIS M3047-P,8.40.43,No,Enabled,MSMGMT1,5/28/2022 (3Y),,Disabled,,AXIS M3047-P - ACCC8EC4BF61,5/28/2019
ACCC8EC4BFF3,OK,10.1.34.105:443,AXIS M3047-P,8.40.43,No,Enabled,MSMGMT1,5/28/2022 (3Y),,Disabled,,AXIS M3047-P - ACCC8EC4BFF3,5/28/2019
ACCC8EC4C183,OK,10.1.34.104:443,AXIS M3047-P,8.40.43,No,Enabled,MSMGMT1,5/28/2022 (3Y),,Disabled,,AXIS M3047-P - ACCC8EC4C183,5/28/2019
ACCC8EC78A02,OK,10.1.34.107:443,AXIS P3225-V Mk II,9.80.78,No,Enabled,MSMGMT1,Info unavailable,,Disabled,,AXIS P3225-V Mk II - ACCC8EC78A02,Info unavailable
ACCC8EC128F2,OK,10.1.34.101:443,AXIS P3707-PE,6.50.5.18,No,Enabled,MSMGMT1,4/28/2022 (3Y),,Disabled,,AXIS P3707-PE - ACCC8EC128F2,4/28/2019
ACCC8EC67388,OK,10.1.34.88:80,AXIS M3025,5.51.7.8,No,Unsupported firmware,MSMGMT1,10/18/2022 (3Y),,Disabled,,AXIS M3025 - ACCC8EC67388,10/18/2019
ACCC8EC78918,OK,10.1.34.106:443,AXIS P3225-V Mk II,9.80.78,No,Enabled,MSMGMT1,Info unavailable,,Disabled,,AXIS P3225-V Mk II - ACCC8EC78918,Info unavailable
ACCC8ECBA941,OK,10.1.34.118:443,AXIS P1435-LE,9.70.1.5,No,Enabled,MSMGMT1,4/14/2022 (3Y),,Disabled,,AXIS P1435-LE - ACCC8ECBA941,4/14/2019
ACCC8EE1F317,OK,10.1.34.108:443,AXIS P3225-V Mk II,9.80.78,No,Enabled,MSMGMT1,11/26/2022 (3Y),,Disabled,,AXIS P3225-V Mk II - ACCC8EE1F317,11/26/2019
ACCC8EE1F321,OK,10.1.34.109:443,AXIS P3225-V Mk II,9.80.78,No,Enabled,MSMGMT1,11/26/2022 (3Y),,Disabled,,AXIS P3225-V Mk II - ACCC8EE1F321,11/26/2019
ACCC8EE1F333,OK,10.1.34.110:443,AXIS P3225-V Mk II,9.80.78,No,Enabled,MSMGMT1,11/26/2022 (3Y),,Disabled,,AXIS P3225-V Mk II - ACCC8EE1F333,11/26/2019
ACCC8EEE65D0,Not accessible,10.1.34.125:443,AXIS M3058-PLVE,8.40.43,No,Enabled,MSMGMT1,5/28/2023 (3Y),,Disabled,,AXIS M3058-PLVE - ACCC8EEE65D0,5/28/2020
B8A44F0B1BE9,OK,10.1.34.113:443,AXIS P3248-LV,11.11.73,No,Enabled,MSMGMT1,1/16/2027 (5Y),,Disabled,,AXIS P3248-LV - B8A44F0B1BE9,11/20/2021
